date,bitcoin,btc,etherium,etc
2018-03-19 18:40:00,75,3,0,18
2018-03-19 18:48:00,80,1,0,18
2018-03-19 18:56:00,63,2,0,36
2018-03-19 19:04:00,74,2,0,0
2018-03-19 19:12:00,73,3,0,18
2018-03-19 19:20:00,72,1,0,37
2018-03-19 19:28:00,73,3,18,18
2018-03-19 19:36:00,86,3,0,18
2018-03-19 19:44:00,72,3,0,0
2018-03-19 19:52:00,72,1,0,55
2018-03-19 20:00:00,64,2,0,0
2018-03-19 20:08:00,65,2,19,38
2018-03-19 20:16:00,76,3,0,0
2018-03-19 20:24:00,67,2,0,58
2018-03-19 20:32:00,72,2,20,20
2018-03-19 20:40:00,73,1,0,0
2018-03-19 20:48:00,77,3,0,20
2018-03-19 20:56:00,91,5,20,20
2018-03-19 21:04:00,71,4,21,21
2018-03-19 21:12:00,76,3,21,42
2018-03-19 21:20:00,77,2,0,21
2018-03-19 21:28:00,66,4,22,0
2018-03-19 21:36:00,66,2,22,0
2018-03-19 21:44:00,62,3,0,22
2018-03-19 21:52:00,73,3,0,93
2018-03-19 22:00:00,86,4,0,0
2018-03-19 22:08:00,60,5,0,48
2018-03-19 22:16:00,70,2,0,0
2018-03-19 22:24:00,72,0,25,0
2018-03-19 22:32:00,79,3,0,25
2018-03-19 22:40:00,77,5,0,26
2018-03-19 22:48:00,69,1,0,26
2018-03-19 22:56:00,73,4,0,0
2018-03-19 23:04:00,78,3,53,53
2018-03-19 23:12:00,74,5,0,0
2018-03-19 23:20:00,76,2,0,55
2018-03-19 23:28:00,83,3,0,0
2018-03-19 23:36:00,72,1,0,56
2018-03-19 23:44:00,66,4,0,56
2018-03-19 23:52:00,72,4,0,57
2018-03-20 00:00:00,57,1,0,28
2018-03-20 00:00:00,63,1,0,25
2018-03-20 00:08:00,61,1,25,0
2018-03-20 00:16:00,81,2,0,25
2018-03-20 00:24:00,75,2,50,100
2018-03-20 00:32:00,86,5,0,25
2018-03-20 00:40:00,79,1,0,0
2018-03-20 00:48:00,92,4,0,0
2018-03-20 00:56:00,88,5,0,0
2018-03-20 01:04:00,76,1,25,74
2018-03-20 01:12:00,93,2,0,25
2018-03-20 01:20:00,81,2,49,49
2018-03-20 01:28:00,96,4,0,25
2018-03-20 01:36:00,71,4,0,0
2018-03-20 01:44:00,74,2,0,25
2018-03-20 01:52:00,87,8,0,0
2018-03-20 02:00:00,73,2,0,0
2018-03-20 02:08:00,66,6,0,25
2018-03-20 02:16:00,84,6,0,26
2018-03-20 02:24:00,73,5,26,52
2018-03-20 02:32:00,91,1,0,26
2018-03-20 02:40:00,86,6,0,0
2018-03-20 02:48:00,83,9,27,0
2018-03-20 02:56:00,74,10,0,27
2018-03-20 03:04:00,88,5,27,0
2018-03-20 03:12:00,86,5,27,27
2018-03-20 03:20:00,65,3,0,0
2018-03-20 03:28:00,96,4,0,0
2018-03-20 03:36:00,87,7,0,28
2018-03-20 03:44:00,87,4,29,0
2018-03-20 03:52:00,95,4,0,29
2018-03-20 04:00:00,82,1,0,0
2018-03-20 04:08:00,89,3,29,0
2018-03-20 04:16:00,87,0,0,29
2018-03-20 04:24:00,99,4,0,0
2018-03-20 04:32:00,93,7,0,30
2018-03-20 04:40:00,74,3,0,0
2018-03-20 04:48:00,85,7,0,30
2018-03-20 04:56:00,69,1,0,0
2018-03-20 05:04:00,75,1,0,0
2018-03-20 05:12:00,95,5,0,0
2018-03-20 05:20:00,68,1,0,0
2018-03-20 05:28:00,60,11,0,0
2018-03-20 05:36:00,64,7,0,28
2018-03-20 05:44:00,77,7,0,0
2018-03-20 05:52:00,67,4,27,0
2018-03-20 06:00:00,58,1,0,0
2018-03-20 06:08:00,79,9,0,0
2018-03-20 06:16:00,64,4,0,0
2018-03-20 06:24:00,64,5,0,26
2018-03-20 06:32:00,75,2,0,25
2018-03-20 06:40:00,62,8,0,50
2018-03-20 06:48:00,81,7,25,0
2018-03-20 06:56:00,56,3,0,24
2018-03-20 07:04:00,71,6,0,24
2018-03-20 07:12:00,54,4,0,23
2018-03-20 07:20:00,70,3,0,46
2018-03-20 07:28:00,51,3,0,0
2018-03-20 07:36:00,75,3,0,91
2018-03-20 07:44:00,71,2,0,0
2018-03-20 07:52:00,50,0,0,0
